要件ID,仕様書参照,対象機能,対象画面,対象ロール,事前条件,操作,期待結果,実装箇所,テストID,検証方法,検証証拠,結果,不具合ID,備考
S8-016,§7.8,ホットライン窓口,窓口案件（代理店ビュー）,⑦⑩,代理店系ロールでログイン済み,窓口案件画面を操作する,代理店選択プルダウン（1次店名・2次店名）は表示されない（プルダウンはSNC側のみ提供）,,e2e/10-cases-agency.spec.ts:R7詳細: 返信フォームあり／新規起票ボタン・ファイル添付UI・ステータス変更UIなし,E2E,src/app/(app)/agency-cases/page.tsx のフィルタは q とステータスselectのみで代理店選択プルダウンは存在しない,PASS,,
S8-017,§7.8 / §3.1,ホットライン窓口,窓口案件（代理店ビュー）,⑦⑩,自店案件と他店案件の両方が存在する,案件一覧表示および他店案件IDの詳細取得を試みる,自店（⑦は配下2次店を含む）の案件のみ一覧に表示され、他店案件の詳細取得は拒否される（IDOR防止）,"src/app/(app)/agency-cases/page.tsx:23-27, src/app/(app)/agency-cases/[id]/page.tsx:31-33",,API,一覧はprimaryAgencyId in agencyScope(user)でフィルタ（⑦=自店+配下2次店、⑩同様）。詳細は取得後にscope.includes(c.primaryAgencyId)を検証し、範囲外はredirect（[id]/page.tsx:33）。加えてCaseテーブルはRLS有効（実DBでrls_scope+FORCE確認）でDB層でも他店案件行が返らない。,PASS,,アプリ層+RLSの二重IDOR防止。動的検証はE2Eで補完
S8-018,§7.8（要件9-2⑤）,ホットライン窓口,窓口案件（代理店ビュー）,⑦⑩,未読案件が存在する,代理店アカウントで案件を開く,代理店単位で既読が記録され、SNC側から当該案件の既読/未読状態が確認できる,,e2e/10-cases-agency.spec.ts:R7が詳細を開くとCaseRead記録→SNC側一覧が「代理店未読」→「代理店既読」に変わる,E2E,,PASS,,
S8-019,§7.8（要件9-1・9-2）,ホットライン窓口,ホットライン窓口（案件詳細）,①②③⑤,案件が存在する,案件画面でステータスを変更する,ステータスは「未対応」「確認中」「対応中」「問題発生」「完了」の5値（表記は一字一句このとおり）であり、案件画面から変更できる,,e2e/09-cases-snc.spec.ts:R5ステータス変更→CaseStatusHistoryに記録され画面に履歴表示,E2E,"src/lib/roles.ts CASE_STATUSES=['未対応','確認中','対応中','問題発生','完了'] の5値が案件詳細のselectに描画される",PASS,,
S8-020,§7.8,ホットライン窓口,-,-,-,ステータス定義の実装を確認する,ステータス値はマスタ化（テーブル等）されており、コード変更なしで値の増減ができる実装になっている,"C:/Users/hiras/Documents/test/airis/src/lib/roles.ts:145（CASE_STATUSES）, src/components/cases/actions.ts:16-25,300",e2e/09-cases-snc.spec.ts「R5ステータス変更→CaseStatusHistoryに記録」,CODE,"ステータス値はソースコード内の定数配列でハードコードされている: roles.ts:145 `export const CASE_STATUSES = [""未対応"", ""確認中"", ""対応中"", ""問題発生"", ""完了""] as const;`。バリデーションも actions.ts:300 `if (!(CASE_STATUSES as readonly string[]).includes(toStatus))` とこの配列を直接参照。DB実測: public スキーマの20テーブルにステータスマスタに相当するテーブルは存在しない（AccessLog / Account / AccountRequest / Agency / Announcement / AnnouncementRead / AuditLog / Case / CaseMessage / CaseRead / CaseStatusHistory / DailyReport / Document / FieldAgentApplication / Notification / PasswordHistory / SalesStaff / Session / StoredFile / Submission）。Case.status も自由文字列カラムで、停止/削除は同カラムに ""停止""/""削除済"" を書き込む論理削除方式（actions.ts:16-25）。",FAIL,,§7.8「値はマスタ化して増減できる実装に」に相違。値の増減にはコード変更＋再デプロイが必要。
S8-021,§7.8（要件9-4）,ホットライン窓口,ホットライン窓口（案件詳細）,①②③⑤,ステータスを複数回変更した案件が存在する,案件画面で履歴を参照する,ステータス変更が履歴（変更前/変更後/変更者/日時）として記録され、案件画面から参照できる,,e2e/09-cases-snc.spec.ts:R5ステータス変更→CaseStatusHistoryに記録され画面に履歴表示,E2E,fromStatus/toStatus/changedBy/changedAt をDB検証、画面の「ステータス変更履歴」に表示,PASS,,
S8-022,§7.8,ホットライン窓口,ホットライン窓口,①②③⑤⑦⑩,期限が将来・当日・超過の3案件が存在する,案件一覧を表示する,対応期限との差分から「期限まで◯日」（グレー）／「本日期限」（黄）／「期限超過 ◯日」（赤）のバッジが自動表示される,,e2e/09-cases-snc.spec.ts:期限バッジ3態: 期限まで◯日 / 本日期限 / 期限超過◯日,E2E,,PASS,,
S8-023,§7.8（要件9-2⑥）,ホットライン窓口,ホットライン窓口,①②③⑤,複数案件が存在する,案件ID・件名・代理店名のキーワード検索とステータスフィルタで絞り込む,案件ID・件名・代理店のいずれでもキーワード検索でき、ステータスフィルタと組み合わせて一覧が絞り込まれる,,e2e/09-cases-snc.spec.ts:R5で/hotline: キーワード検索とステータスフィルタ,E2E,caseNo/title/primaryAgency.name/secondaryAgency.name のOR検索 + status フィルタ併用をE2E検証,PASS,,
S8-024,§7.8（要件9-2）,ホットライン窓口,-,⑦,対象1次代理店の⑦アカウントが存在する,SNC側が案件を起票する,対象1次代理店管理者（⑦）へアプリ内通知＋メール＋Slackの3チャネルで通知が送られる（未設定チャネルはスキップ）,,e2e/09-cases-snc.spec.ts:R5新規依頼: …→DB Case + R7へNotification,E2E,当該1次店R7へNotification作成（link=/agency-cases/{id}）をDB検証。メール送信は src/lib/mail.ts でSMTP未設定時スキップ（仕様どおり）,PASS,,開発環境ではメール=コンソール出力、Slack未設定時はスキップ（§2） / Slack送信は発注者指示によりスコープ外。仕様の「未設定チャネルはスキップ」に合致するためPASS
S8-025,§7.8（要件9-2）,ホットライン窓口,-,⑦,起票済み案件が存在する,窓口側が案件に返信を投稿する,対象1次代理店管理者へアプリ内通知＋メール＋Slackで通知が送られる（ラリー中の見逃し防止）,,e2e/09-cases-snc.spec.ts:R5詳細: …返信→CaseMessage(snc)+R7へ通知,E2E,返信時に「ホットライン窓口から返信がありました（caseNo）」通知がR7に作成されることをDB検証,PASS,,Slack送信は発注者指示によりスコープ外
S8-026,§7.8（要件9-2）,ホットライン窓口,ホットライン窓口（案件詳細）,①②③⑤,案件が存在する,緊急アラートボタンを押す,エリア営業（SV=③）と対象1次代理店管理者の両方へ通知が送られる,,e2e/09-cases-snc.spec.ts:R5緊急アラート→R3全員+当該R7にNotification（要件9-2③）,E2E,,PASS,,
S8-027,§7.8（要件9-2）,ホットライン窓口,-,③,対応期限超過かつ未完了の案件が存在する,日次リマインドバッチを実行する,期限切れ案件についてSNC運用者へのアプリ内通知＋指定メールアドレスへのメール＋Slack通知が送られる,C:/Users/hiras/Documents/test/airis/src/app/api/cron/daily/route.ts:32-75,,DB,日次バッチ（cron/daily）が期限超過・未完了案件を抽出し、当該1次店R7へ案件毎にアプリ内通知+メール、SNC運用者(R3)へサマリ通知、REMINDER_MAIL_TO宛メール送信。DB実査: 『【リマインド】期限超過の窓口案件が1件あります』通知3件・daily_batch成功3件が実在。,PASS,,バッチ手動起動で検証。督促メールの「指定メールアドレス」の設定方法は明記なし（環境変数等での吸収を想定） / Slack通知は発注者指示（2026-08-05）によりスコープ外のため未実装。指定メールアドレスは環境変数REMINDER_MAIL_TOで吸収（要件リストnotesの想定どおり）
S8-028,§7.8,ホットライン窓口,ホットライン窓口,①②③⑤,-,案件を起票する,案件IDが「HLC-」+連番またはタイムスタンプの形式（例: HLC-1785771172343）で採番される,,e2e/09-cases-snc.spec.ts:R5新規依頼: …caseNoが/^HLC-/にマッチ,E2E,src/components/cases/actions.ts:90 `HLC-${Date.now()}`,PASS,,
S8-029,§7.8（要件9-4）,ホットライン窓口,ホットライン窓口（案件詳細）,①②③⑤,起票・返信・ステータス変更を経た案件が存在する,完了後に案件詳細を開く,起票時の登録情報（テンプレ種別・代理店・ISP受付番号・期限）・やりとり全メッセージ・ステータス変更履歴が後から参照できる,,e2e/09-cases-snc.spec.ts:R5詳細: スレッド表示…; e2e/09-cases-snc.spec.ts:R5ステータス変更→…履歴表示,E2E,案件詳細でテンプレ種別・代理店・ISP受付番号・期限・全メッセージ・ステータス変更履歴を後から参照できる（snc-case-detail.tsx）,PASS,,
S8-030,§7.8 / §14-4,ホットライン窓口,ホットライン窓口,⑤,⑤でログイン済み,案件の作成・変更・停止・削除・閲覧を実行する,⑤はホットライン案件のフル操作（作/変/停/削/閲）ができる（「閲覧のみ」ではない）,"C:/Users/hiras/Documents/test/airis/src/lib/permissions.ts:154-162（hotline）, src/components/cases/actions.ts:301-311（requireSncCaseUser）, src/components/cases/snc-case-detail.tsx:64-67,133-160",e2e/09-cases-snc.spec.ts（R5で/hotline一覧・新規依頼・返信・ステータス変更・緊急アラート の各test）,E2E,"宣言的マップ: permissions.ts の hotline に `create/update/suspend/delete: [""R1"",""R2"",""R3"",""R5""]`、`view/send: [""R1"",""R2"",""R3"",""R5"",""R7"",""R10""]` と R5 が全操作に含まれる（「閲覧のみ」ではない）。localhost:3100 に⑤セッションで実測: `GET /hotline` 200 で「新規依頼」ボタン表示（作）、`GET /hotline/<caseId>` 200（33,882 bytes）で「案件を編集」フォーム（変）・「ステータス変更」・「停止」・「削除」・「緊急アラート」・「返信を送信」が全て描画されることを確認。サーバ側も requireSncCaseUser() が can(role, caseFeature(series), op) でAPI層判定。",PASS,,§14-4で権限一覧★を正とすることで確定。④=×・⑥=×のアクセス拒否は§5.1/§5.2の要件と重複するため注意 / 参考: ⑥は `GET /hotline/<id>` → 307（/dashboardへ）、④も307で、§5.1/§5.2どおりアクセス拒否されることを併せて確認。
S9-001,§7.9（要件9-6）,消費者センター窓口,消費者センター窓口,①②③⑥,SNC側ロールでログイン済み,サイドメニューから各窓口を開く,消費者センター窓口はホットライン窓口とは別ページ（別URL・別メニュー項目）として表示される,,e2e/02-nav-permissions.spec.ts:サイドメニュー表示マトリクス（§11.1）; e2e/09-cases-snc.spec.ts:R6で/hotlineへ直接アクセス→/dashboardへ、/consumer-centerは表示可,E2E,別URL(/consumer-center)・別メニュー項目「消費者センター窓口」,PASS,,
